sample	cluster	ST	Species	Dataset	Host	Source	year
SB2710442153	11	399	Escherichia coli	SB27	Beef	Animal	2018
SB279407809	6	7125	Escherichia coli	SB27	Human	Human	2020
SB279407070	4	998	Escherichia coli	SB27	Human	Human	2019
SB279407435	2	127	Escherichia coli	SB27	Human	Human	2019
SB278790414	14	95	Escherichia coli	SB27	Human	Human	2018
SRR11473245	18	117	Escherichia coli	Contextual	Poultry	Context	2016
SB278790552	22	1119	Escherichia coli	SB27	Human	Human	2018
SB279407837	29	1611	Escherichia coli	SB27	Chicken	Animal	2019
SB279406663	18	117	Escherichia coli	SB27	Chicken	Animal	2018
SRR14861816	21	131	Escherichia coli	Contextual	Human	Context	2016
SB279408309	18	3258	Escherichia coli	SB27	Chicken	Animal	2019
SB278790943	10	404	Escherichia coli	SB27	Human	Human	2018
SB2710442189	19	69	Escherichia coli	SB27	Beef	Animal	2019
SRR9924642	13	38	Escherichia coli	Contextual	Human	Context	2017
SB278791553	29	533	Escherichia coli	SB27	Turkey	Animal	2018
SB279407882	29	1079	Escherichia coli	SB27	Chicken	Animal	2019
SRR7527904	29	1665	Escherichia coli	Contextual	Bovine	Context	2018
SRR14138308	14	95	Escherichia coli	Contextual	Human	Context	2017
SB2710441838	15	5308	Escherichia coli	SB27	Pork	Animal	2021
SRR10536666	26	362	Escherichia coli	Contextual	Water/River	Context	2018
SB278344944	21	131	Escherichia coli	SB27	Human	Human	
SB279408002	29	345	Escherichia coli	SB27	Beef	Animal	2019
SB2710442121	11	536	Escherichia coli	SB27	Beef	Animal	2018
SB278790336	2	127	Escherichia coli	SB27	Human	Human	2018
SB2710442182	29	1510	Escherichia coli	SB27	Beef	Animal	2019
SRR14138339	19	69	Escherichia coli	Contextual	Human	Context	2017
SB2710442417	24	746	Escherichia coli	SB27	Pork	Animal	2019
SB279406723	29	5493	Escherichia coli	SB27	Human	Human	2019
SRR12206301	23	10	Escherichia coli	Contextual	Human	Context	2018
SRR6683919	12	162	Escherichia coli	Contextual	Avian	Context	2017
SB279407460	5	420	Escherichia coli	SB27	Human	Human	2019
SB2710442137	29	388	Escherichia coli	SB27	Beef	Animal	2018
SB279408180	29	109	Escherichia coli	SB27	Beef	Animal	2019
SB278790610	2	127	Escherichia coli	SB27	Human	Human	2018
SB278790286	2	127	Escherichia coli	SB27	Human	Human	2018
SRR9924629	13	38	Escherichia coli	Contextual	Human	Context	2017
SB279406798	28	1867	Escherichia coli	SB27	Human	Human	2019
SB279406760	19	69	Escherichia coli	SB27	Human	Human	2019
SB2710442589	27	607	Escherichia coli	SB27	Beef	Animal	2019
SB278791794	9	88	Escherichia coli	SB27	Chicken	Animal	2018
SB278790542	2	127	Escherichia coli	SB27	Human	Human	2018
SB278791625	21	131	Escherichia coli	SB27	Human	Human	2017
SB279407052	16	73	Escherichia coli	SB27	Human	Human	2019
SB2710441830	29	906	Escherichia coli	SB27	Turkey	Animal	2021
SRR14994586	29	2387	Escherichia coli	Contextual	Bovine	Context	2016
SB279408158	25	6745	Escherichia coli	SB27	Pork	Animal	2019
SRR7367407	8	11	Escherichia coli	Contextual	Human	Context	2017
SB279406530	29	1304	Escherichia coli	SB27	Chicken	Animal	2018
SB279406661	12	162	Escherichia coli	SB27	Turkey	Animal	2018
SB278790660	2	127	Escherichia coli	SB27	Human	Human	2018
SB2710442885	27	607	Escherichia coli	SB27	Pork	Animal	2020
SRR13131702	24	301	Escherichia coli	Contextual	Human	Context	2018
SRR9924606	13	38	Escherichia coli	Contextual	Human	Context	2017
SB278790402	21	131	Escherichia coli	SB27	Human	Human	2017
SB278344951	4	998	Escherichia coli	SB27	Human	Human	
SB2710441455	15	5308	Escherichia coli	SB27	Pork	Animal	2021
SB2710442634	29	8977	Escherichia coli	SB27	Beef	Animal	2019
SB279406916	29	2973	Escherichia coli	SB27	Human	Human	2019
SB278790614	16	-	Escherichia coli	SB27	Human	Human	2018
SRR7265952	29	25	Escherichia coli	Contextual	Human	Context	2017
SB279407361	23	-	Escherichia coli	SB27	Human	Human	2019
SB278791251	17	1385	Escherichia coli	SB27	Turkey	Animal	2018
SRR6373603	24	10	Escherichia coli	Contextual	Bovine	Context	2017
SB278791095	10	1604	Escherichia coli	SB27	Human	Human	2018
SRR7031337	23	10	Escherichia coli	Contextual	Laboratory	Context	2017
SB278344596	10	1193	Escherichia coli	SB27	Human	Human	
SB279408071	29	602	Escherichia coli	SB27	Turkey	Animal	2019
SB2710443007	12	162	Escherichia coli	SB27	Turkey	Animal	2020
SB2710442139	29	5181	Escherichia coli	SB27	Beef	Animal	2018
SRR11473234	18	117	Escherichia coli	Contextual	Poultry	Context	2016
SRR8236512	20	683	Escherichia coli	Contextual	Bovine	Context	2018
SB278344461	14	95	Escherichia coli	SB27	Human	Human	
SRR11550989	20	971	Escherichia coli	Contextual	Ovine/Goat	Context	2017
SRR9924643	13	38	Escherichia coli	Contextual	Human	Context	2017
SB278790344	14	95	Escherichia coli	SB27	Human	Human	2018
SB278344624	19	69	Escherichia coli	SB27	Human	Human	
SB279408697	28	706	Escherichia coli	SB27	Turkey	Animal	2020
SB2710441513	29	906	Escherichia coli	SB27	Beef	Animal	2021
SB2710442998	27	540	Escherichia coli	SB27	Turkey	Animal	2020
SB279406933	16	73	Escherichia coli	SB27	Human	Human	2019
SB278790829	2	127	Escherichia coli	SB27	Human	Human	2018
SB278344517	19	69	Escherichia coli	SB27	Human	Human	
SB2710442413	29	1510	Escherichia coli	SB27	Beef	Animal	2019
SB2710442174	24	542	Escherichia coli	SB27	Beef	Animal	2019
SB2710443023	17	428	Escherichia coli	SB27	Turkey	Animal	2020
SB279407969	11	4774	Escherichia coli	SB27	Pork	Animal	2019
SB278790410	19	69	Escherichia coli	SB27	Human	Human	2018
SB2710196280	10	1193	Escherichia coli	SB27	Human	Human	2020
SB279408324	12	3580	Escherichia coli	SB27	Turkey	Animal	2019
SB279407788	4	141	Escherichia coli	SB27	Human	Human	2020
SB278791302	15	401	Escherichia coli	SB27	Pork	Animal	2018
SRR7724650	21	131	Escherichia coli	Contextual	Avian	Context	2017
SB278790732	14	95	Escherichia coli	SB27	Human	Human	2018
SB2710442253	28	6949	Escherichia coli	SB27	Pork	Animal	2019
SB279407180	10	1193	Escherichia coli	SB27	Human	Human	2019
SB278790824	19	69	Escherichia coli	SB27	Human	Human	2018
SB2710441489	20	155	Escherichia coli	SB27	Turkey	Animal	2021
SB278790802	19	69	Escherichia coli	SB27	Human	Human	2018
SB278790868	14	95	Escherichia coli	SB27	Human	Human	2018
SB279407862	22	2171	Escherichia coli	SB27	Chicken	Animal	2019
SB279407461	3	12	Escherichia coli	SB27	Human	Human	2019
SB2710196301	7	101	Escherichia coli	SB27	Human	Human	2020
SB279408117	20	58	Escherichia coli	SB27	Beef	Animal	2019
SB279407994	15	401	Escherichia coli	SB27	Pork	Animal	2019
SB278790528	14	95	Escherichia coli	SB27	Human	Human	2018
SB279408059	29	196	Escherichia coli	SB27	Beef	Animal	2019
SB278790792	29	160	Escherichia coli	SB27	Human	Human	2018
SB2710442110	27	-	Escherichia coli	SB27	Pork	Animal	2018
SB279408588	1	349	Escherichia coli	SB27	Chicken	Animal	2019
SB279408395	15	5308	Escherichia coli	SB27	Turkey	Animal	2019
SB279407800	13	38	Escherichia coli	SB27	Human	Human	2020
SB2710442330	29	5378	Escherichia coli	SB27	Pork	Animal	2019
SRR7724638	12	3580	Escherichia coli	Contextual	Avian	Context	2017
SB2710196302	13	38	Escherichia coli	SB27	Human	Human	2020
SB279408170	29	442	Escherichia coli	SB27	Turkey	Animal	2019
SRR6231914	29	7820	Escherichia coli	Contextual	Bovine	Context	2017
SB279406913	2	127	Escherichia coli	SB27	Human	Human	2019
SB2710442198	27	1434	Escherichia coli	SB27	Beef	Animal	2019
SB278344732	16	73	Escherichia coli	SB27	Human	Human	
SB278791594	12	162	Escherichia coli	SB27	Chicken	Animal	2018
SB279407758	16	73	Escherichia coli	SB27	Human	Human	2019
SB279407084	21	131	Escherichia coli	SB27	Human	Human	2019
SB279407048	21	131	Escherichia coli	SB27	Human	Human	2019
SB279406917	21	131	Escherichia coli	SB27	Human	Human	2019
SRR8728096	28	372	Escherichia coli	Contextual	Canine	Context	2018
SRR11550942	20	58	Escherichia coli	Contextual	Bovine	Context	2017
SB279407466	28	372	Escherichia coli	SB27	Human	Human	2019
SRR7903294	23	10	Escherichia coli	Contextual	Poultry	Context	2018
SB279407241	14	95	Escherichia coli	SB27	Human	Human	2019
SB278791454	15	6069	Escherichia coli	SB27	Chicken	Animal	2018
SRR9924612	13	38	Escherichia coli	Contextual	Human	Context	2017
SB279408286	23	1137	Escherichia coli	SB27	Turkey	Animal	2019
SB279408372	18	5940	Escherichia coli	SB27	Turkey	Animal	2019
SB279408560	29	641	Escherichia coli	SB27	Pork	Animal	2019
SB278791684	14	95	Escherichia coli	SB27	Human	Human	2017
SB278790708	14	95	Escherichia coli	SB27	Human	Human	2018
SB2710441500	29	-	Escherichia coli	SB27	Pork	Animal	2021
SB278790731	10	1193	Escherichia coli	SB27	Human	Human	2018
SB2710442029	29	1423	Escherichia coli	SB27	Beef	Animal	2018
SB279407168	17	4219	Escherichia coli	SB27	Human	Human	2019
SB278791238	24	-	Escherichia coli	SB27	Turkey	Animal	2018
SB2710442167	29	109	Escherichia coli	SB27	Beef	Animal	2019
SB279408812	9	23	Escherichia coli	SB27	Chicken	Animal	2020
SB2710442062	27	409	Escherichia coli	SB27	Pork	Animal	2018
SB278791719	10	1193	Escherichia coli	SB27	Human	Human	2017
SB278791430	21	131	Escherichia coli	SB27	Turkey	Animal	2018
SB279408175	1	10206	Escherichia coli	SB27	Chicken	Animal	2019
SRR9924637	13	38	Escherichia coli	Contextual	Human	Context	2017
SRR6653983	8	11	Escherichia coli	Contextual	ND/Other	Context	2016
SB278344830	14	95	Escherichia coli	SB27	Human	Human	
SB278790806	19	69	Escherichia coli	SB27	Human	Human	2018
SB279408045	25	57	Escherichia coli	SB27	Chicken	Animal	2019
SRR7185129	25	32	Escherichia coli	Contextual	Bovine	Context	2017
SB278344942	21	131	Escherichia coli	SB27	Human	Human	
SB2710442284	24	10	Escherichia coli	SB27	Pork	Animal	2019
SB278791640	28	2015	Escherichia coli	SB27	Human	Human	2017
SB278790940	14	95	Escherichia coli	SB27	Human	Human	2018
SB278791571	26	108	Escherichia coli	SB27	Turkey	Animal	2018
SB278791223	29	5378	Escherichia coli	SB27	Pork	Animal	2018
SRR9984526	26	501	Escherichia coli	Contextual	Poultry	Context	2018
SB2710442044	11	399	Escherichia coli	SB27	Pork	Animal	2018
SRR12206303	28	504	Escherichia coli	Contextual	Human	Context	2018
SRR4788361	8	11	Escherichia coli	Contextual	Human	Context	2016
SB279407419	14	95	Escherichia coli	SB27	Human	Human	2019
SB278344700	16	73	Escherichia coli	SB27	Human	Human	
SB279408393	17	428	Escherichia coli	SB27	Turkey	Animal	2019
SB2710441957	29	-	Escherichia coli	SB27	Beef	Animal	2018
SB279406805	16	73	Escherichia coli	SB27	Human	Human	2019
SB279408092	23	10	Escherichia coli	SB27	Turkey	Animal	2019
SB279408901	10	1193	Escherichia coli	SB27	Human	Human	2020
SB2710442090	11	4774	Escherichia coli	SB27	Pork	Animal	2018
SB278344567	14	95	Escherichia coli	SB27	Human	Human	
SRR9924648	13	38	Escherichia coli	Contextual	Human	Context	2017
SB278344711	19	69	Escherichia coli	SB27	Human	Human	
SRR4897775	8	11	Escherichia coli	Contextual	Human	Context	2016
SB2710442222	25	-	Escherichia coli	SB27	Pork	Animal	2019
SRR12206220	23	744	Escherichia coli	Contextual	Poultry	Context	2018
SB279407336	2	127	Escherichia coli	SB27	Human	Human	2019
SRR7031301	23	10	Escherichia coli	Contextual	Laboratory	Context	2017
SB2710442320	29	7811	Escherichia coli	SB27	Beef	Animal	2019
SB278791615	21	131	Escherichia coli	SB27	Human	Human	2017
SB279408845	29	602	Escherichia coli	SB27	Chicken	Animal	2019
SB279407274	19	69	Escherichia coli	SB27	Human	Human	2019
SRR7716576	22	648	Escherichia coli	Contextual	Human	Context	2017
SB278791107	2	127	Escherichia coli	SB27	Human	Human	2018
SB278344804	14	95	Escherichia coli	SB27	Human	Human	
SRR12206243	24	48	Escherichia coli	Contextual	Human	Context	2018
SB278791423	24	10	Escherichia coli	SB27	Turkey	Animal	2018
SB278344464	9	88	Escherichia coli	SB27	Human	Human	
SB279407212	19	69	Escherichia coli	SB27	Human	Human	2019
SB278791348	11	4774	Escherichia coli	SB27	Pork	Animal	2018
SB278791264	29	1844	Escherichia coli	SB27	Turkey	Animal	2018
SRR9924614	13	38	Escherichia coli	Contextual	Human	Context	2017
SB278344819	29	641	Escherichia coli	SB27	Human	Human	
SB279407002	19	69	Escherichia coli	SB27	Human	Human	2019
SB279406843	14	95	Escherichia coli	SB27	Human	Human	2019
SB2710443006	29	351	Escherichia coli	SB27	Turkey	Animal	2020
SRR4897765	8	11	Escherichia coli	Contextual	Human	Context	2016
SB278790401	14	95	Escherichia coli	SB27	Human	Human	2017
SB278790384	29	164	Escherichia coli	SB27	Human	Human	2018
SB278790291	10	1193	Escherichia coli	SB27	Human	Human	2018
SB279407849	29	345	Escherichia coli	SB27	Beef	Animal	2019
SRR12206190	28	452	Escherichia coli	Contextual	Human	Context	2018
SB278790398	19	69	Escherichia coli	SB27	Human	Human	2018
SB2710442141	11	4774	Escherichia coli	SB27	Pork	Animal	2018
SB279406507	28	355	Escherichia coli	SB27	Chicken	Animal	2018
SB2710442666	29	345	Escherichia coli	SB27	Beef	Animal	2019
SB279406973	2	127	Escherichia coli	SB27	Human	Human	2019
SB279408279	29	1081	Escherichia coli	SB27	Beef	Animal	2019
SB278344716	19	69	Escherichia coli	SB27	Human	Human	
SB279408355	29	1844	Escherichia coli	SB27	Turkey	Animal	2019
SRR12206296	28	-	Escherichia coli	Contextual	Human	Context	2018
SB278344990	19	69	Escherichia coli	SB27	Human	Human	
SB278791689	13	38	Escherichia coli	SB27	Human	Human	2017
SB279407371	16	73	Escherichia coli	SB27	Human	Human	2019
SRR8359529	23	10	Escherichia coli	Contextual	Human	Context	2017
SB278790787	15	120	Escherichia coli	SB27	Human	Human	2018
SB278344514	19	69	Escherichia coli	SB27	Human	Human	
SRR11939533	7	101	Escherichia coli	Contextual	Food	Context	2016
SB279407417	16	73	Escherichia coli	SB27	Human	Human	2019
SB279406977	10	1193	Escherichia coli	SB27	Human	Human	2019
SRR11094157	2	127	Escherichia coli	Contextual	Human	Context	2018
SB279406496	25	57	Escherichia coli	SB27	Chicken	Animal	2018
SRR4271484	3	12	Escherichia coli	Contextual	Human	Context	2016
SRR6875398	28	681	Escherichia coli	Contextual	Canine	Context	2017
SB278344971	16	73	Escherichia coli	SB27	Human	Human	
SB278344575	14	95	Escherichia coli	SB27	Human	Human	
SB278791730	16	73	Escherichia coli	SB27	Human	Human	2018
SB2710442912	29	154	Escherichia coli	SB27	Pork	Animal	2020
SB278790797	28	636	Escherichia coli	SB27	Human	Human	2018
SB2710443042	7	101	Escherichia coli	SB27	Pork	Animal	2020
SRR6978919	28	135	Escherichia coli	Contextual	Canine	Context	2017
SRR10383454	21	131	Escherichia coli	Contextual	Human	Context	2017
SRR6680600	28	7804	Escherichia coli	Contextual	Avian	Context	2017
SRR7274853	29	33	Escherichia coli	Contextual	Human	Context	2018
SB2710442321	29	1056	Escherichia coli	SB27	Beef	Animal	2019
SB279408908	2	127	Escherichia coli	SB27	Human	Human	2020
SRR14138273	16	73	Escherichia coli	Contextual	Human	Context	2017
SRR6052867	8	11	Escherichia coli	Contextual	Human	Context	2017
SB278791203	5	569	Escherichia coli	SB27	Chicken	Animal	2018
SRR3742283	8	11	Escherichia coli	Contextual	Human	Context	2016
SB279407805	14	95	Escherichia coli	SB27	Human	Human	2020
SB278791744	29	1611	Escherichia coli	SB27	Turkey	Animal	2018
SB279408313	29	196	Escherichia coli	SB27	Turkey	Animal	2019
SB278791554	20	155	Escherichia coli	SB27	Turkey	Animal	2018
SB2710442348	29	6595	Escherichia coli	SB27	Beef	Animal	2019
SRR12206285	26	394	Escherichia coli	Contextual	Human	Context	2018
SB279408794	29	388	Escherichia coli	SB27	Beef	Animal	2020
SRR10854957	29	718	Escherichia coli	Contextual	Bovine	Context	2017
SB2710441927	20	155	Escherichia coli	SB27	Beef	Animal	2018
SB278790636	21	131	Escherichia coli	SB27	Human	Human	2018
SRR7221039	8	11	Escherichia coli	Contextual	Human	Context	2018
SRR11939528	23	10	Escherichia coli	Contextual	Food	Context	2017
SB279406504	15	3168	Escherichia coli	SB27	Beef	Animal	2018
SB279408377	18	117	Escherichia coli	SB27	Chicken	Animal	2019
SB2710442945	23	10	Escherichia coli	SB27	Turkey	Animal	2020
SB278344591	10	1193	Escherichia coli	SB27	Human	Human	
SB2710442997	29	3232	Escherichia coli	SB27	Pork	Animal	2020
SB278344473	19	69	Escherichia coli	SB27	Human	Human	
SRR8364802	22	648	Escherichia coli	Contextual	Poultry	Context	2018
SB278790295	4	141	Escherichia coli	SB27	Human	Human	2018
SB279407818	21	131	Escherichia coli	SB27	Human	Human	2020
SRR11073112	27	6	Escherichia coli	Contextual	Human	Context	2017
SB279407290	19	69	Escherichia coli	SB27	Human	Human	2019
SRR14138294	13	38	Escherichia coli	Contextual	Canine	Context	2017
SRR7265979	8	11	Escherichia coli	Contextual	Human	Context	2017
SB2710442481	27	409	Escherichia coli	SB27	Beef	Animal	2019
SB279407922	28	355	Escherichia coli	SB27	Turkey	Animal	2019
SB278791738	17	428	Escherichia coli	SB27	Human	Human	2018
SB279407986	13	38	Escherichia coli	SB27	Turkey	Animal	2019
SB278344541	10	550	Escherichia coli	SB27	Human	Human	
SB279406492	13	7283	Escherichia coli	SB27	Chicken	Animal	2018
SRR12206236	27	515	Escherichia coli	Contextual	Poultry	Context	2018
SB279407347	19	69	Escherichia coli	SB27	Human	Human	2019
SB278790279	2	127	Escherichia coli	SB27	Human	Human	2018
SRR6872963	8	11	Escherichia coli	Contextual	Human	Context	2017
SB278791371	20	58	Escherichia coli	SB27	Turkey	Animal	2018
SB278791568	11	4774	Escherichia coli	SB27	Pork	Animal	2018
SB278790794	2	127	Escherichia coli	SB27	Human	Human	2018
SB279406419	29	1844	Escherichia coli	SB27	Chicken	Animal	2018
SB278344613	14	95	Escherichia coli	SB27	Human	Human	
SB2710442667	20	1049	Escherichia coli	SB27	Beef	Animal	2019
SB2710442660	20	767	Escherichia coli	SB27	Beef	Animal	2019
SB279407219	29	1123	Escherichia coli	SB27	Human	Human	2019
SB279406915	10	404	Escherichia coli	SB27	Human	Human	2019
SRR6495283	29	2522	Escherichia coli	Contextual	Bovine	Context	2017
SB2710442129	20	-	Escherichia coli	SB27	Beef	Animal	2018
SB279407039	10	1193	Escherichia coli	SB27	Human	Human	2019
SB279406706	16	73	Escherichia coli	SB27	Human	Human	2019
SB278344893	28	1859	Escherichia coli	SB27	Human	Human	
SB278791801	18	117	Escherichia coli	SB27	Chicken	Animal	2018
SB279408263	11	399	Escherichia coli	SB27	Beef	Animal	2019
SB2710442172	29	5973	Escherichia coli	SB27	Beef	Animal	2019
SRR7401625	27	6	Escherichia coli	Contextual	Human	Context	2018
SB2710441813	20	155	Escherichia coli	SB27	Turkey	Animal	2018
SB279408142	9	23	Escherichia coli	SB27	Pork	Animal	2019
SB279407380	19	69	Escherichia coli	SB27	Human	Human	2019
SB278791764	14	140	Escherichia coli	SB27	Chicken	Animal	2018
SB2710442007	29	86	Escherichia coli	SB27	Beef	Animal	2018
SRR9050392	16	73	Escherichia coli	Contextual	ND/Other	Context	2018
SB279407476	4	141	Escherichia coli	SB27	Human	Human	2019
SB278344756	16	73	Escherichia coli	SB27	Human	Human	
SB2710442075	15	401	Escherichia coli	SB27	Pork	Animal	2018
SB279408541	14	95	Escherichia coli	SB27	Turkey	Animal	2019
SRR13209817	29	442	Escherichia coli	Contextual	Human	Context	2017
SB278790276	21	131	Escherichia coli	SB27	Human	Human	2018
SB278790244	24	6082	Escherichia coli	SB27	Human	Human	2018
SB2710443051	21	131	Escherichia coli	SB27	Turkey	Animal	2020
SRR12206224	22	354	Escherichia coli	Contextual	Poultry	Context	2018
SRR7367253	8	8341	Escherichia coli	Contextual	Human	Context	2016
SB279408120	6	662	Escherichia coli	SB27	Beef	Animal	2019
SB278791477	28	3601	Escherichia coli	SB27	Turkey	Animal	2018
SB278790563	24	195	Escherichia coli	SB27	Human	Human	2018
SB278791737	19	69	Escherichia coli	SB27	Human	Human	2018
SRR5202193	29	5172	Escherichia coli	Contextual	Bovine	Context	2016
SB279407263	10	1193	Escherichia coli	SB27	Human	Human	2019
