sample	cluster	ST	Species	Dataset	Host	Source	Collection.Year	Continent	Country	Region
SRR7297176	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7297177	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7297257	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7297260	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7297263	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7297264	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7297311	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7297313	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7297314	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7297318	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7297373	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7296753	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7296754	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7296755	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7296756	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7296757	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7296759	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7296760	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7296761	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7296762	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7296765	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7296852	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7296864	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7296867	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7296891	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7296892	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7296893	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7296895	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7296896	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7296900	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7296902	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7296904	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7296905	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7296906	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR7296920	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Pennsylvania
SRR10383450	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Ohio
SRR10383460	21	131	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	United States	Ohio
SRR16683210	21	131	Escherichia coli	ST131 Context NA	Marine Mammal	Animal	2017	North America	United States	Pennsylvania
SRR4245484	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR4245483	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR4245482	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR4245479	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR4245478	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR4294842	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR4294841	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR5120235	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR5120228	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR5120226	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR5120218	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR5120215	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR5120214	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR5237400	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR5420071	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR5420070	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR5398452	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR5398450	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR5445921	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR5445919	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR5445918	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR5806876	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR5806879	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR6164084	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR6164085	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR6164086	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR6376590	21	131	Escherichia coli	ST131 Context NA	Avian	Animal	2016	North America	United States	Alaska
SRR6376594	21	131	Escherichia coli	ST131 Context NA	Avian	Animal	2016	North America	United States	Alaska
SRR7879896	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Pennsylvania
SRR7879895	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Pennsylvania
SRR7879893	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Pennsylvania
SRR7879869	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Pennsylvania
SRR8541965	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8541966	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8541967	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8541968	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8541969	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8541970	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8541971	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8541972	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8541973	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8541974	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8541977	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8541978	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8541981	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8541982	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8541983	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8541984	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8542032	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8542035	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8542036	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8542047	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8542048	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8542049	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8542050	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8542051	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8542052	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8542053	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8542054	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8542055	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8542056	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Utah
SRR8689751	21	131	Escherichia coli	ST131 Context NA	Avian	Animal	2016	North America	United States	Alaska
SRR8689792	21	131	Escherichia coli	ST131 Context NA	Avian	Animal	2016	North America	United States	Alaska
SRR7297001	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Pennsylvania
SRR7297002	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Pennsylvania
SRR7297008	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Pennsylvania
SRR10532831	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	Ontario
SRR10532835	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	Ontario
SRR10532836	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	Ontario
SRR10532837	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	Ontario
SRR10532838	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	Ontario
SRR10532839	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	Quebec
SRR10525631	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	Ontario
SRR10525634	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	Saskatchewan
SRR10525636	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	Ontario
SRR10525637	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	Ontario
SRR10525640	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	Ontario
SRR10512960	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	British Columbia
SRR10512962	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	Quebec
SRR10512963	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	British Columbia
SRR10512967	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	Quebec
SRR10506882	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	New Brunswick
SRR10506884	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	Quebec
SRR10506889	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	New Brunswick
SRR10506358	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	Nova Scotia
SRR10506360	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	Ontario
SRR10505779	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	Ontario
SRR10505780	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	Manitoba
SRR10505781	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	British Columbia
SRR10505786	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	Ontario
SRR10505788	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	British Columbia
SRR10500277	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	Manitoba
SRR4019414	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR4019413	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR4019403	21	131	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	United States	Massachusetts
SRR11444987	21	131	Escherichia coli	ST131 Context NA	Water/River	Environment	2016	North America	Canada	Alberta
